text,fname,sentence_index
"Uh, hey-- Captain Stretchy, away!",S01E02,259
- Truck's this way.,S01E02,260
"- Oh, okay.",S01E02,261
"Order whatever you want, honey.",S01E02,262
I get a discount here.,S01E02,263
This place is one of my best customers.,S01E02,264
Not what you want to hear from an exterminator.,S01E02,265
"Oh, look at that.",S01E02,266
"Oh, fajitas.",S01E02,267
"Not that, the baby.",S01E02,268
A little baby in a stroller just like ours.,S01E02,269
"Yeah, okay, honey,",S01E02,270
This is supposed to be a night away from the baby.,S01E02,271
So let's come back.,S01E02,272
"Okay okay, I'm back.",S01E02,273
I'm back.,S01E02,274
Just gotta run to the ladies' room.,S01E02,275
"Oh oh, hey, listen, while you're in there,",S01E02,276
Could you check the traps?,S01E02,277
Hola.,S01E02,278
Adios.,S01E02,279
"Bob, will you go over and look at that baby?",S01E02,280
- I think it's Charlie. - What?!,S01E02,281
"You heard me, that is Charlie!",S01E02,282
"Sweetheart, would you sit down, please?",S01E02,283
I will not sit down.,S01E02,284
A mother knows her own baby and that is my baby.,S01E02,285
"Honey, seriously, what do you think happened here?",S01E02,286
"In the last hour somebody went over to our house,",S01E02,287
Borrowed our baby then brought her out for chips and guac?,S01E02,288
"I don't know, it's a big family.",S01E02,289
"- Maybe that's how they get their babies. - Sweetheart,",S01E02,290
I think you're just missing Charlie,S01E02,291
And you're having a little separation anxiety.,S01E02,292
"Oh, okay.",S01E02,293
You're right.,S01E02,294
Crazy wazy.,S01E02,295
"- I mean, that isn't possible, right? - Exactly.",S01E02,296
I'm just going to go to the ladies' room one more time.,S01E02,297
Sit down.,S01E02,298
Now let's enjoy the rest of our night out,S01E02,299
At this very lovely restaurant.,S01E02,300
- Okay? - Okay.,S01E02,301
I'm needed in the kitchen.,S01E02,302
- Charlie! - Emma!,S01E02,303
- Charlie! - Emma!,S01E02,304
- Marco! - Polo.,S01E02,305
"Gabe, not helping.",S01E02,306
"Stretchy, is any of this looking familiar?",S01E02,307
"Maybe it does, maybe it doesn't.",S01E02,308
You are not getting any more money.,S01E02,309
"No, I have night blindness.",S01E02,310
All I'm seeing is shapes.,S01E02,311
Why didn't you mention that earlier?,S01E02,312
I needed a ride home.,S01E02,313
Stop here.,S01E02,314
"Oh, great.",S01E02,315
Mom's up.,S01E02,316
Maybe I'll just hang with you kids.,S01E02,317
"Captain Stretchy, away.",S01E02,318
"- Good night, Stretchy.",S01E02,319
"- Good night, Stretchy.",S01E02,320
Good night.,S01E02,321
Now what?,S01E02,322
We didn't hit the streets on the north end of the park.,S01E02,323
"PJ, we can't keep driving around all night.",S01E02,324
It's over.,S01E02,325
We have to tell mom and dad.,S01E02,326
"- But-- - No, it'll be okay.",S01E02,327
They know what to do.,S01E02,328
They always do.,S01E02,329
How am I gonna tell them I lost our baby sister?,S01E02,330
I'm the oldest.,S01E02,331
They're gonna think I'm the most responsible.,S01E02,332
"PJ, if it makes you feel any better,",S01E02,333
Nobody thinks that.,S01E02,334
Why do I always mess everything up?,S01E02,335
You know what? This could have happened to any of us.,S01E02,336
"All right, probably most likely you, but--",S01E02,337
"This one, we're all in it together.",S01E02,338
Thanks.,S01E02,339
"Hey, look,",S01E02,340
Captain Stretchy dropped his driver's license.,S01E02,341
"175 lbs, my butt!",S01E02,342
There they are.,S01E02,343
"All right, let's get this over with.",S01E02,344
Do you think it would be better or worse,S01E02,345
if we had the mariachi deliver the news.,S01E02,346
"If it's in spanish, probably better.",S01E02,347
"Wait, I don't believe it.",S01E02,348
- That's Emma.,S01E02,349
- So that's Charlie.,S01E02,350
"Yes! Oh, we're saved.",S01E02,351
- Not quite.,S01E02,352
"- Hey, kids.",S01E02,353
- What now? - I'll let you know when I think of it.,S01E02,354
"Mom, dad, hi.",S01E02,355
- Hi. - What are you doing here?,S01E02,356
"We just realized you must be missing Charlie,",S01E02,357
So we brought her.,S01E02,358
"Oh, Teddy, you're not fooling me.",S01E02,359
- I'm not? - Nope.,S01E02,360
You spent a little too much time with Charlie,S01E02,361
And you're ready to hand her over early.,S01E02,362
"Well, I wouldn't say too much time.",S01E02,363
"Well, I am ready too, so let me at her.",S01E02,364
- Gimme Gimme Gimme.,S01E02,365
"- Mom, Mom, Mom.",S01E02,366
You're on a date.,S01E02,367
Let me bring her to you.,S01E02,368
"Here? Wait, now?",S01E02,369
"Well, all right.",S01E02,370
"- Hey, mom.",S01E02,371
"- Hi, baby.",S01E02,372
- Hey.,S01E02,373
"- Hey, dad.",S01E02,374
"- Something I want to show you. - What is it, honey?",S01E02,375
"And now for my next trick,",S01E02,376
I'm gonna make a boy disappear.,S01E02,377
"You know, you should be ashamed of yourself.",S01E02,378
"You lead a guy on, make him think you have a connection,",S01E02,379
And you give him a fake phone number.,S01E02,380
You put it in wrong.,S01E02,381
that three is supposed to be a two.,S01E02,382
"Oh, my bad.",S01E02,383
So,S01E02,384
You wanna get a table?,S01E02,385
"My widdle baby, did you miss your mommy and daddy?",S01E02,386
"Yes, she did.",S01E02,387
"yes, she did.",S01E02,388
"Oh, I never thought I'd be so happy to hear baby talk.",S01E02,389
"Teddy, this isn't Charlie's binky. where did you get this?",S01E02,390
"Oh, well, that's actually a really funny story.",S01E02,391
"See, what happened was",S01E02,392
Too loud.,S01E02,393
Tell you later.,S01E02,394
"Well, Charlie, now you're home safe and sound",S01E02,395
And everything turned out okay.,S01E02,396
For you.,S01E02,397
"It would have been okay for us too, but when we got home,",S01E02,398
Mom started asking all these questions,S01E02,399
And no one really had an answer to,S01E02,400
the pee stains in the living room.,S01E02,401
And that's when the truth came out,S01E02,402
and all the kids got into trouble.,S01E02,403
So the lesson is if you ever try,S01E02,404
"to pull anything over on Mom,",S01E02,405
"Good luck, Charlie.",S01E02,406
Couldn't have said it better myself.,S01E02,407
In this hand I have a quarter.,S01E02,408
"And in the other hand, an ordinary egg.",S01E02,409
"Now I put them in this hat,",S01E02,410
Spin them around and,S01E02,411
Presto! Now hold out your hand.,S01E02,412
"Wow, that's a great trick.",S01E02,413
How'd you do that?,S01E02,414
Interesting situation.,S01E02,415
"It seems you need information,",S01E02,416
Meanwhile I need a new video game.,S01E02,417
What a chump.,S01E02,418
"Who you calling a chump? Hey, get back here.",S01E02,419
"Hi, Charlie.",S01E03,0
it's your big sister Teddy with my video diary.,S01E03,1
"So today, I want to talk to you about best friends.",S01E03,2
You bragging about me again?,S01E03,3
Huh.,S01E03,4
"yeah, this is Ivy.",S01E03,5
she's my BFF.,S01E03,6
"I'm also her hero,",S01E03,7
"The wind beneath her wings, the hip in her hop,",S01E03,8
The peanut to her butter.,S01E03,9
- I am-- - the mouth that wouldn't shut.,S01E03,10
Let's see how we're looking.,S01E03,11
Perfect!,S01E03,12
- I'd date us.,S01E03,13
- I'd marry us.,S01E03,14
So what's the big news?,S01E03,15
you are not gonna believe what I did for you,S01E03,16
I saw the cutest guy working at the mall food court,S01E03,17
And pause for dramatic effect,S01E03,18
Tomorrow I'm going to talk to him.,S01E03,19
How is this something you're doing for me?,S01E03,20
Maybe he has a friend.,S01E03,21
the cute ones always have a friend.,S01E03,22
"I mean, I have you, right?",S01E03,23
"Hi, girls. What you doing?",S01E03,24
Nothin'.,S01E03,25
"- How's it going, Ivy? - Real good.",S01E03,26
Ignore her.,S01E03,27
she'll go away.,S01E03,28
You girls are always on those phones.,S01E03,29
- Who are you texting now? - Nobody.,S01E03,30
I wish I could do that.,S01E03,31
"Hey, then you and I could text each other. Wouldn't that be fun?",S01E03,32
"Oh my gosh, mom, I'd love that!",S01E03,33
Eww!,S01E03,34
- I don't think I can text from this phone.,S01E03,35
"- oh, well.",S01E03,36
"Sure you can, Miss D. what's your number?",S01E03,37
555-0134.,S01E03,38
Not ignoring.,S01E03,39
What is that noise?,S01E03,40
I just sent you a text.,S01E03,41
Just hit that button to read it.,S01E03,42
"Well, look at that.",S01E03,43
"Oh, that's funny, Ivy.",S01E03,44
Then your response is lol.,S01E03,45
laugh out loud.,S01E03,46
"No-- no, mom.",S01E03,47
"you don't do it, you type it.",S01E03,48
"Or if you want to get a little saucy,",S01E03,49
You can wink.,S01E03,50
Not there.,S01E03,51
There.,S01E03,52
Just a semicolon and parentheses.,S01E03,53
"Oh, that does look like a wink.",S01E03,54
I can't believe I'm finally a texter.,S01E03,55
Let's see if it works from the kitchen!,S01E03,56
- WHYD? - What have you done?,S01E03,57
Today's all burnt toast{\i0},S01E03,58
"Running late,and dad jokes{\i0}",S01E03,59
Has anybody seen my left shoe{\i0},S01E03,60
"I close my eyes, take a bite{\i0}",S01E03,61
"Grab a ride, laugh out loud{\i0}",S01E03,62
There it is up on the roof{\i0},S01E03,63
"I've been there, I've survived{\i0}",S01E03,64
So just take my advice{\i0},S01E03,65
"Hang in there, baby, things are crazy{\i0}",S01E03,66
But I know your future is bright{\i0},S01E03,67
"Hang in there, Baby{\i0}",S01E03,68
There is no maybe{\i0},S01E03,69
Eveything turns out all right{\i0},S01E03,70
Sure life is up and down{\i0},S01E03,71
"But trust me, it comes back all around{\i0}",S01E03,72
You're gonna love who you turn out to be{\i0},S01E03,73
"Hang in there, Baby{\i0}",S01E03,74
Yeah!,S01E03,75
"Yeah, this is way more fun since you've learned how to clap.",S01E03,76
Don't ignore me!,S01E03,77
"When I tell you to do something, I expect you to do it!",S01E03,78
"Get off my back, woman!",S01E03,79
You want me off your back? I can arrange that.,S01E03,80
"Charlie, those are our neighbors, the Dabneys.",S01E03,81
They've been married a long time.,S01E03,82
"Hey, PJ, I just kicked the football into the Dabneys' backyard.",S01E03,83
Will you go get it?,S01E03,84
No way! they're going at it again.,S01E03,85
"- Well, what about the football? - Who cares?",S01E03,86
It's gone.,S01E03,87
Kiss it goodbye.,S01E03,88
"Well, I'm glad to hear you say that",S01E03,89
Because it was your football.,S01E03,90
Ha! I warned you!,S01E03,91
That's what you get for being a bad husband!,S01E03,92
And now you're dead!,S01E03,93
Is somebody out here?,S01E03,94
Who's out here?,S01E03,95
- Where's the football? - Forget the football!,S01E03,96
Mrs Dabney just murdered Mr Dabney!,S01E03,97
What?!,S01E03,98
I heard her talking to his corpse.,S01E03,99
It was chilling.,S01E03,100
"Just so I'm clear, you didn't get the football?",S01E03,101
"- I'm serious, Gabe.",S01E03,102
- Come on.,S01E03,103
"Mrs Dabney may be a mean, vicious, cruel,",S01E03,104
"horrible, nasty old witch,",S01E03,105
But she'd never do something like that.,S01E03,106
- You don't believe me? - No.,S01E03,107
Fine.,S01E03,108
"fine, I'll prove it.",S01E03,109
"Come here, Gabe.",S01E03,110
Hello?,S01E03,111
Is Mr Dabney home?,S01E03,112
He can't come to the phone.,S01E03,113
Interesting.,S01E03,114
Who is this?,S01E03,115
Uh-- I'm some sort of salesman.,S01E03,116
"Gabe, is that you?",S01E03,117
Why would you assume my name is gabe?,S01E03,118
Because I have caller ID.,S01E03,119
Oh.,S01E03,120
"then yeah, it's Gabe.",S01E03,121
Hey!,S01E03,122
"Whoo! She's cool under pressure, I'll give her that.",S01E03,123
"- PJ, she's not a murderer.",S01E03,124
"- I heard what I heard, gabe.",S01E03,125
Why don't you believe me?,S01E03,126
Because you're you and you get things wrong.,S01E03,127
"What are you saying, that I'm dumb?",S01E03,128
"Well, no.",S01E03,129
You're just not very,S01E03,130
- thinky. - thinky?,S01E03,131
"Gabe, why would you say something like that?",S01E03,132
'cause mom said I can't call you dumb.,S01E03,133
It is so pathetic.,S01E03,134
My mom's in the kitchen texting away.,S01E03,135
"Gosh, I'd hate to be on the other end of that conversation.",S01E03,136
Who are you texting?,S01E03,137
- Your mom.,S01E03,138
- I am so sorry.,S01E03,139
"Look, I promise I'll get her out of your hair.",S01E03,140
"No, it's okay.",S01E03,141
Your mom's cool.,S01E03,142
My mom is what?,S01E03,143
And she's really funny.,S01E03,144
My mom is what?,S01E03,145
"Wait, that's her again.",S01E03,146
What are you talking about with my mom?,S01E03,147
- Nothing. - Nothing?!,S01E03,148
That's what we say to her!,S01E03,149
"Hold on, I have to lol her.",S01E03,150
"Okay, well lol has officially lost all meaning.",S01E03,151
I'm sorry. is this a problem for you?,S01E03,152
"No, I just think it's a little bit inappropriate.",S01E03,153
Inappropriate? Now you sound like my mother.,S01E03,154
"Well, how would you know what your mother sounds like?",S01E03,155
You've been spending so much time with mine!,S01E03,156
What are you getting so whacked about?,S01E03,157
You didn't want to text her.,S01E03,158
"Well yeah, that's because she's my mom, not my friend.",S01E03,159
Wouldn't you be weirded out if I was texting your mom?,S01E03,160
Yes.,S01E03,161
Because she doesn't have a cell phone.,S01E03,162
"Look, T, if you're not cool with this,",S01E03,163
I'll just stop.,S01E03,164
"No no, I don't care.",S01E03,165
"I mean, it's a free country.",S01E03,166
"Go crazy-- text my mom,",S01E03,167
"IM my dad, video-chat my aunt Helen.",S01E03,168
Ooh! your aunt Helen?,S01E03,169
Your mom says she is da bomb diggitty!,S01E03,170
My mom really said da bomb diggitty?,S01E03,171
"Well, I may have added that part.",S01E03,172
"PJ, you've got to stop watching these mysteries.",S01E03,173
Not until i figure out how to catch Mrs Dabney.,S01E03,174
These old movies are gonna help me do that.,S01E03,175
That's like saying cartoons will teach you how to run through walls.,S01E03,176
Learned that the hard way.,S01E03,177
Mom! Can you get that?!,S01E03,178
"Sure, I'll get the door.",S01E03,179
I am a lot closer to it.,S01E03,180
"Hello, Mrs.",S01E03,181
dabney.,S01E03,182
- Hello.,S01E03,183
- Come on in.,S01E03,184
Heads up! killer in the house.,S01E03,185
What have they done this time?,S01E03,186
"For once, nothing-- that I know of.",S01E03,187
It's nice to see you too.,S01E03,188
"I'd like to speak with your husband, please.",S01E03,189
I'll let him know you're here.,S01E03,190
I'm a texter now.,S01E03,191
I'm texting.,S01E03,192
Really speeds things up.,S01E03,193
Somebody lose a ball today?,S01E03,194
"Possibly. Did you lose anything today, Mrs Dabney?",S01E03,195
"Honey, what does this mean  somebody's at the doof.",S01E03,196
OMG!,S01E03,197
I meant door!,S01E03,198
TTYL.,S01E03,199
"What can I do for you, Mrs Dabney?",S01E03,200
"- You're an exterminator, right? - pest control specialist.",S01E03,201
Maybe you can help me with a problem I'm having.,S01E03,202
How do I get the smell of death out of my house?,S01E03,203
Will you turn that TV down?,S01E03,204
So you think something died in your house?,S01E03,205
"Oh, I know something is dead",S01E03,206
"Well, first thing you're gonna have to do",S01E03,207
is locate and dispose of the carcass.,S01E03,208
I suppose you could get Mr Dabney to do that.,S01E03,209
"Oh, Mr Dabney won't be doing anything around the house for a while--",S01E03,210
A long while.,S01E03,211
he's gone.,S01E03,212
"You know what, would you just turn it off?",S01E03,213
What's wrong with your boys today?,S01E03,214
I just got here.,S01E03,215
"Um, all right, old trick of the trade",S01E03,216
"Get yourself some maple syrup, put it on the stove,",S01E03,217
Let it simmer-- that should get rid of the smell.,S01E03,218
Thank you.,S01E03,219
